176.0
4 / 4
Note/Rest,Octave,Len,Offset
C,6,0.666666666667,30.0
C,5,1.25,68.625
E,4,1.125,70.0
E,5,0.0,72.0
E,5,1.0,72.25
E,4,0.875,73.625
D,4,1.66666666667,76.0
C#,5,0.125,78.0
A,5,0.375,78.6666666667
F,5,0.625,80.0
C#,3,1.875,81.625
G,4,0.333333333333,85.0
F,5,0.333333333333,86.625
F,3,5.0,87.625
G,5,0.375,92.6666666667
E,5,0.25,94.0
F,5,0.25,94.25
C,5,0.25,94.6666666667
D,5,0.125,95.0
E,5,0.25,95.25
D,5,0.125,95.5
B-,4,0.125,95.6666666667
C,5,0.125,112.625
A,5,0.375,113.875
E,5,0.125,116.0
C#,4,0.25,116.666666667
C#,5,0.125,118.0
D,3,1.0,118.125
D,5,0.375,121.0
D,5,0.5,123.75
D,6,0.333333333333,133.0
C,6,0.25,133.666666667
A,5,0.5,134.125
F,5,0.5,136.0
F,5,0.5,152.0
E,5,0.0,157.0
G#,3,0.5,158.875
B,4,0.25,159.75
G#,5,0.25,167.125
E-,5,0.25,167.75
D,5,0.125,168.0
G#,3,0.125,175.375
D,5,0.125,186.75
B,3,1.0,190.666666667
B-,5,0.125,193.375
B,5,0.5,194.75
G#,5,0.25,198.375
C,6,0.5,199.666666667
E-,4,2.0,212.0
E-,6,0.125,214.0
E-,4,0.5,214.666666667
E-,3,1.66666666667,230.0
D,5,0.25,231.666666667
B-,5,0.125,232.125
D,6,0.25,232.25
B-,5,0.25,232.5
F,5,0.333333333333,233.75
G#,4,0.25,236.25
D,4,0.875,238.666666667
D,3,1.375,246.666666667
F,4,0.125,250.666666667
C,5,0.125,252.0
E,4,0.125,264.125
F,4,1.5,265.666666667
E,3,0.5,268.666666667
C#,4,1.0,270.0
D,5,0.25,271.666666667
D,5,0.75,272.0
G#,4,0.75,273.75
A,4,0.333333333333,274.625
B,4,0.25,275.0
G,4,1.125,275.625
F,4,1.125,279.625
B-,4,0.5,281.875
F,4,0.625,282.625
D,5,0.125,283.5
G,4,0.125,284.875
D,4,0.333333333333,286.125
B,3,0.375,286.875
E,4,0.125,287.625
C,6,0.125,293.0
A,5,0.125,293.125
E-,5,0.25,293.875
B-,1,2.625,296.375
F,3,0.125,300.625
G,3,0.25,300.75
G#,3,0.25,301.0
B-,3,0.125,301.25
B,3,0.25,301.5
C,4,0.25,301.75
C#,4,0.125,302.0
D,4,0.125,302.25
E-,4,0.0,302.5
E,4,0.25,302.75
F,3,0.25,303.666666667
E,3,0.125,306.666666667
C#,5,0.25,311.875
B-,3,0.333333333333,327.25
A,4,0.25,328.0
B-,3,0.125,332.5
E,4,0.375,335.125
F,3,0.25,336.75
G#,5,0.25,340.0
F,6,0.125,340.75
F,2,2.0,341.666666667
D,6,0.25,344.75
G#,5,0.25,345.0
F,5,0.25,346.666666667
B,4,0.125,351.75
B-,3,0.333333333333,355.125
B-,3,0.875,356.875
D,6,0.125,359.25
E-,6,0.25,363.666666667
G#,3,0.125,366.625
E-,5,0.25,371.5
B,3,0.5,378.666666667
A,4,0.25,380.75
G#,5,0.25,383.666666667
E,4,0.375,402.625
E-,7,0.125,405.25
C,7,0.125,405.625
E-,4,0.125,406.5
G,5,0.125,407.625
E,4,0.25,413.75
B,2,0.125,419.5
F#,6,0.0,431.875
G,5,0.625,434.125
E-,4,0.25,442.666666667
F,4,0.25,443.0
F,6,0.125,448.75
A,5,0.125,451.25
E,5,0.125,456.0
A,4,1.25,456.125
A,4,0.666666666667,457.666666667
A,6,0.666666666667,460.666666667
A,5,2.0,464.0
B-,3,2.66666666667,467.666666667
G,4,0.125,470.5
E-,4,0.25,470.666666667
B-,4,0.375,471.0
D,4,2.125,471.75
G#,4,0.666666666667,474.0
D,4,0.125,474.75
G#,3,0.625,475.75
F,6,0.25,478.25
C,3,4.125,479.875
F,6,0.333333333333,495.666666667
D,5,0.75,12.6666666667
E,4,0.666666666667,14.0
F,5,1.33333333333,16.0
F,5,1.75,17.625
G,4,0.375,22.0
D,5,1.25,28.625
G#,3,0.875,29.875
G,3,4.0,31.625
F,5,1.0,70.0
G,4,0.75,73.6666666667
G,4,0.5,78.0
C#,5,0.125,78.6666666667
B,3,1.5,81.625
D,5,0.125,86.625
D,5,0.375,87.625
F,4,0.333333333333,88.625
F,4,0.875,89.0
B-,4,0.5,90.0
C,5,0.375,91.0
C,3,0.125,92.6666666667
E,5,0.125,94.375
D,5,1.0,110.125
A,4,0.5,113.875
F,5,0.333333333333,199.666666667
F,6,0.25,212.25
D,6,0.125,212.625
C,6,0.125,212.75
B-,5,0.25,213.0
G#,5,0.125,213.333333333
A,5,0.25,213.5
F#,6,0.25,213.75
C#,6,0.5,231.0
D,6,0.333333333333,231.75
F,5,0.25,232.666666667
C#,5,0.25,233.75
C,4,0.125,238.666666667
C#,5,0.666666666667,239.0
E,5,0.125,264.125
D,3,1.33333333333,271.666666667
B-,4,0.25,274.875
E-,4,0.875,275.666666667
G#,4,1.125,277.666666667
F,2,1.375,279.625
G#,6,0.333333333333,340.0
G#,5,0.25,341.666666667
G#,5,0.125,343.625
C,3,0.125,350.75
E,5,0.25,378.75
C#,3,0.875,402.625
D,7,0.25,405.333333333
D,4,0.125,430.666666667
B-,3,0.375,434.375
E,6,0.0,435.125
E,4,0.625,437.666666667
F,6,0.25,449.125
E,5,1.0,456.375
D,5,0.875,457.75
G,3,0.25,460.75
G,6,0.75,462.0
D,6,2.0,464.0
E-,4,2.5,467.666666667
G#,4,0.125,470.666666667
B-,4,0.25,471.75
B,4,0.875,472.0
D,5,0.5,473.0
C,3,0.125,475.75
C,6,0.25,480.0
D,6,0.125,480.25
C,6,0.125,480.5
A,5,0.25,480.666666667
E,5,0.666666666667,481.0
C,5,0.125,481.75
A,4,3.125,16.0
B-,4,0.25,20.6666666667
A,3,0.5,22.0
G#,5,0.25,28.625
G#,5,0.375,29.25
D,5,0.25,30.0
C,5,3.5,31.625
E,5,0.125,73.6666666667
E,5,0.5,74.0
E,5,0.125,82.3333333333
B,4,0.125,91.0
F,5,1.25,92.6666666667
E-,6,0.25,212.333333333
B,5,0.125,213.625
D,5,0.333333333333,238.666666667
A,4,0.666666666667,268.75
F,5,1.0,271.666666667
D,3,2.0,279.625
D,4,0.125,402.75
D,7,0.875,437.75
D,4,0.25,460.75
D,3,2.66666666667,464.0
C,6,0.25,467.666666667
C,6,0.25,468.75
B-,4,0.25,470.0
A,4,0.125,471.875
A,4,0.125,22.0
D,6,0.75,28.625
G,3,0.875,279.625
D,6,0.625,437.75
C,4,2.375,464.0
G#,3,1.0,28.6666666667
E,6,0.0,437.75
F,5,1.875,464.0
B-,5,0.125,28.6666666667
